customer_id,recency,frequency,monetary,segment,acquisition_channel,cluster,segment_label
C003974,24,18,539.8199999999999,SMB,Referral,0,Loyal
C003975,10,36,4679.64,SMB,Paid Ads,3,Champions
C003976,29,13,1689.8700000000001,Mid-Market,Partner,0,Loyal
C003977,3,26,779.74,SMB,Paid Ads,0,Loyal
C003978,452,14,1819.8600000000001,SMB,Referral,2,Lost
C003979,23,11,329.89,Enterprise,Referral,1,At Risk
C003980,37,20,599.8,Mid-Market,Organic,0,Loyal
C003981,7,31,4029.6900000000005,Mid-Market,Partner,3,Champions
C003982,479,17,509.83,SMB,Partner,2,Lost
C003983,28,25,1499.75,Mid-Market,Paid Ads,0,Loyal
C003984,10,16,479.84,SMB,Organic,1,At Risk
C003985,5,34,1019.66,Mid-Market,Organic,0,Loyal
C003986,934,6,359.94,Mid-Market,Partner,2,Lost
C003987,17,32,1919.68,Mid-Market,Paid Ads,0,Loyal
C003988,9,18,1079.82,Enterprise,Partner,0,Loyal
C003989,3,1,129.99,SMB,Paid Ads,1,At Risk
C003990,13,5,299.95,Mid-Market,Partner,1,At Risk
C003991,507,4,519.96,SMB,Organic,2,Lost
C003992,18,10,299.9,Mid-Market,Referral,1,At Risk
C003993,507,12,359.88,SMB,Referral,2,Lost
C003994,52,13,389.87,Mid-Market,Referral,1,At Risk
C003995,12,27,1619.73,SMB,Paid Ads,0,Loyal
C003996,1,27,1619.73,SMB,Referral,0,Loyal
C003997,24,15,899.85,SMB,Paid Ads,1,At Risk
C003998,19,4,119.96,Mid-Market,Referral,1,At Risk
C003999,609,11,329.89,SMB,Partner,2,Lost
C004000,24,31,4029.6900000000005,SMB,Paid Ads,3,Champions
C004001,17,7,209.92999999999998,Enterprise,Referral,1,At Risk
C004002,6,21,2729.79,SMB,Paid Ads,3,Champions
C004003,300,16,479.84,SMB,Organic,2,Lost
C004004,394,16,479.84,SMB,Paid Ads,2,Lost
C004005,10,10,299.9,SMB,Partner,1,At Risk
C004006,3,22,2859.78,SMB,Paid Ads,3,Champions
C004007,12,15,1949.8500000000001,SMB,Organic,0,Loyal
C004008,26,10,299.9,Mid-Market,Paid Ads,1,At Risk
C004009,373,16,959.84,Mid-Market,Paid Ads,2,Lost
C004010,12,1,129.99,SMB,Paid Ads,1,At Risk
C004011,25,29,869.7099999999999,SMB,Organic,0,Loyal
C004012,1,7,419.93,Enterprise,Partner,1,At Risk
C004013,16,8,479.92,Mid-Market,Partner,1,At Risk
C004014,1,33,989.67,SMB,Organic,0,Loyal
C004015,29,10,299.9,Enterprise,Referral,1,At Risk
C004016,10,7,419.93,Enterprise,Partner,1,At Risk
C004017,13,25,1499.75,SMB,Paid Ads,0,Loyal
C004018,25,25,3249.75,Enterprise,Organic,3,Champions
C004019,59,7,909.9300000000001,Mid-Market,Paid Ads,1,At Risk
C004020,38,25,749.75,SMB,Partner,0,Loyal
C004021,29,2,59.98,Mid-Market,Referral,1,At Risk
C004022,14,31,929.6899999999999,SMB,Paid Ads,0,Loyal
C004023,2,16,2079.84,Enterprise,Organic,0,Loyal
C004024,13,10,1299.9,Enterprise,Referral,1,At Risk
C004025,25,23,689.77,SMB,Partner,0,Loyal
C004026,11,1,29.99,SMB,Referral,1,At Risk
C004027,57,5,149.95,SMB,Organic,1,At Risk
C004028,11,35,4549.650000000001,SMB,Organic,3,Champions
C004029,16,30,899.6999999999999,Enterprise,Organic,0,Loyal
C004030,5,1,29.99,Mid-Market,Referral,1,At Risk
C004031,9,29,869.7099999999999,Mid-Market,Partner,0,Loyal
C004032,528,14,1819.8600000000001,Mid-Market,Paid Ads,2,Lost
C004033,20,35,4549.650000000001,SMB,Partner,3,Champions
C004034,29,19,569.81,Enterprise,Paid Ads,0,Loyal
C004035,28,10,1299.9,Mid-Market,Organic,1,At Risk
C004036,10,34,4419.66,Mid-Market,Referral,3,Champions
C004037,26,7,209.92999999999998,Enterprise,Paid Ads,1,At Risk
C004038,17,9,269.90999999999997,SMB,Paid Ads,1,At Risk
C004039,27,34,1019.66,SMB,Partner,0,Loyal
C004040,11,9,269.90999999999997,SMB,Partner,1,At Risk
C004041,4,11,329.89,Enterprise,Partner,1,At Risk
C004042,30,23,2989.7700000000004,Mid-Market,Referral,3,Champions
C004043,5,20,1199.8,SMB,Referral,0,Loyal
C004044,12,35,1049.6499999999999,Mid-Market,Paid Ads,0,Loyal
C004045,9,18,1079.82,SMB,Paid Ads,0,Loyal
C004046,11,7,209.92999999999998,SMB,Organic,1,At Risk
C004047,10,8,239.92,Enterprise,Organic,1,At Risk
C004048,8,8,1039.92,SMB,Organic,1,At Risk
C004049,8,33,4289.67,Mid-Market,Paid Ads,3,Champions
C004050,18,14,419.85999999999996,Mid-Market,Partner,1,At Risk
C004051,19,15,449.84999999999997,SMB,Organic,1,At Risk
C004052,22,26,3379.7400000000002,Enterprise,Paid Ads,3,Champions
C004053,25,30,899.6999999999999,Mid-Market,Partner,0,Loyal
C004054,18,29,1739.71,Enterprise,Partner,0,Loyal
C004055,533,9,539.91,Mid-Market,Partner,2,Lost
C004056,11,12,719.88,Mid-Market,Referral,1,At Risk
C004057,255,7,909.9300000000001,SMB,Organic,1,At Risk
C004058,4,5,149.95,SMB,Paid Ads,1,At Risk
C004059,2,10,599.9,SMB,Referral,1,At Risk
C004060,3,17,509.83,Mid-Market,Paid Ads,1,At Risk
C004061,533,13,389.87,SMB,Referral,2,Lost
C004062,23,23,2989.7700000000004,Enterprise,Partner,3,Champions
C004063,18,19,2469.8100000000004,SMB,Paid Ads,0,Loyal
C004064,8,11,659.89,SMB,Referral,1,At Risk
C004065,624,7,909.9300000000001,Mid-Market,Partner,2,Lost
C004066,443,8,479.92,SMB,Organic,2,Lost
C004067,6,2,259.98,Mid-Market,Referral,1,At Risk
C004068,22,25,3249.75,SMB,Referral,3,Champions
C004069,6,30,899.6999999999999,SMB,Paid Ads,0,Loyal
C004070,22,33,1979.67,SMB,Partner,0,Loyal
C004071,19,14,419.85999999999996,SMB,Organic,1,At Risk
C004072,17,30,1799.7,Mid-Market,Partner,0,Loyal
C004073,22,4,239.96,Mid-Market,Referral,1,At Risk
C004074,8,35,4549.650000000001,Mid-Market,Referral,3,Champions
C004075,1,6,779.94,Mid-Market,Paid Ads,1,At Risk
C004076,21,14,839.86,SMB,Organic,1,At Risk
C004077,7,14,1819.8600000000001,SMB,Paid Ads,0,Loyal
C004078,51,19,2469.8100000000004,SMB,Partner,0,Loyal
C004079,17,6,779.94,Mid-Market,Referral,1,At Risk
C004080,21,2,119.98,SMB,Partner,1,At Risk
C004081,4,6,779.94,SMB,Organic,1,At Risk
C004082,18,31,1859.69,SMB,Referral,0,Loyal
C004083,7,32,1919.68,Mid-Market,Referral,0,Loyal
C004084,11,3,389.97,Mid-Market,Paid Ads,1,At Risk
C004085,125,19,1139.81,Enterprise,Referral,0,Loyal
C004086,26,30,3899.7000000000003,Enterprise,Partner,3,Champions
C004087,5,22,1319.78,SMB,Referral,0,Loyal
C004088,18,29,3769.71,Enterprise,Partner,3,Champions
C004089,73,13,779.87,SMB,Partner,1,At Risk
C004090,8,32,1919.68,Enterprise,Partner,0,Loyal
C004091,12,8,239.92,SMB,Organic,1,At Risk
C004092,21,7,209.92999999999998,SMB,Referral,1,At Risk
C004093,3,34,4419.66,Mid-Market,Partner,3,Champions
C004094,9,27,1619.73,SMB,Organic,0,Loyal
C004095,12,19,2469.8100000000004,Mid-Market,Paid Ads,0,Loyal
C004096,826,5,299.95,Mid-Market,Organic,2,Lost
C004097,13,3,389.97,SMB,Referral,1,At Risk
C004098,35,8,1039.92,SMB,Partner,1,At Risk
C004099,52,15,1949.8500000000001,Mid-Market,Organic,0,Loyal
C004100,13,14,419.85999999999996,Enterprise,Referral,1,At Risk
C004101,12,13,389.87,SMB,Referral,1,At Risk
C004102,5,28,1679.72,Mid-Market,Paid Ads,0,Loyal
C004103,76,3,389.97,SMB,Paid Ads,1,At Risk
C004104,22,17,1019.83,Mid-Market,Referral,0,Loyal
C004105,17,18,1079.82,SMB,Partner,0,Loyal
C004106,1,8,239.92,Mid-Market,Referral,1,At Risk
C004107,42,3,89.97,Enterprise,Paid Ads,1,At Risk
C004108,18,3,179.97,SMB,Partner,1,At Risk
C004109,26,12,719.88,SMB,Paid Ads,1,At Risk
C004110,8,30,899.6999999999999,SMB,Organic,0,Loyal
C004111,11,18,2339.82,SMB,Referral,0,Loyal
C004112,77,12,359.88,Mid-Market,Partner,1,At Risk
C004113,24,8,1039.92,SMB,Paid Ads,1,At Risk
C004114,15,26,1559.74,SMB,Partner,0,Loyal
C004115,16,12,719.88,SMB,Referral,1,At Risk
C004116,2,2,119.98,Mid-Market,Partner,1,At Risk
C004117,9,13,389.87,Mid-Market,Paid Ads,1,At Risk
C004118,27,1,29.99,Mid-Market,Partner,1,At Risk
C004119,24,28,839.7199999999999,SMB,Partner,0,Loyal
C004120,10,26,779.74,SMB,Paid Ads,0,Loyal
C004121,20,3,89.97,SMB,Paid Ads,1,At Risk
C004122,24,35,4549.650000000001,SMB,Referral,3,Champions
C004123,1,10,1299.9,SMB,Partner,1,At Risk
C004124,14,7,419.93,SMB,Paid Ads,1,At Risk
C004125,19,31,1859.69,Mid-Market,Referral,0,Loyal
C004126,24,31,1859.69,SMB,Partner,0,Loyal
C004127,39,10,299.9,SMB,Referral,1,At Risk
C004128,18,27,1619.73,SMB,Paid Ads,0,Loyal
C004129,527,9,269.90999999999997,Mid-Market,Referral,2,Lost
C004130,22,11,659.89,SMB,Paid Ads,1,At Risk
C004131,570,17,1019.83,SMB,Partner,2,Lost
C004132,10,16,959.84,SMB,Paid Ads,0,Loyal
C004133,22,2,59.98,Mid-Market,Referral,1,At Risk
C004134,16,11,659.89,Enterprise,Paid Ads,1,At Risk
C004135,590,6,179.94,SMB,Referral,2,Lost
C004136,23,27,809.7299999999999,SMB,Partner,0,Loyal
C004137,2,21,2729.79,Mid-Market,Paid Ads,3,Champions
C004138,2,35,1049.6499999999999,SMB,Referral,0,Loyal
C004139,9,6,179.94,Mid-Market,Paid Ads,1,At Risk
C004140,11,1,59.99,SMB,Paid Ads,1,At Risk
C004141,574,8,479.92,SMB,Paid Ads,2,Lost
C004142,18,7,419.93,SMB,Organic,1,At Risk
C004143,37,20,2599.8,Enterprise,Referral,3,Champions
C004144,14,27,1619.73,SMB,Paid Ads,0,Loyal
C004145,19,6,779.94,SMB,Paid Ads,1,At Risk
C004146,26,4,519.96,Enterprise,Organic,1,At Risk
C004147,25,16,479.84,Mid-Market,Partner,1,At Risk
C004148,17,13,1689.8700000000001,SMB,Partner,0,Loyal
C004149,27,22,1319.78,Mid-Market,Organic,0,Loyal
C004150,534,12,1559.88,Mid-Market,Referral,2,Lost
C004151,553,13,779.87,Mid-Market,Paid Ads,2,Lost
C004152,17,34,1019.66,SMB,Referral,0,Loyal
C004153,16,8,479.92,SMB,Referral,1,At Risk
C004154,26,29,3769.71,Enterprise,Referral,3,Champions
C004155,475,8,479.92,SMB,Organic,2,Lost
C004156,22,31,929.6899999999999,SMB,Partner,0,Loyal
C004157,12,35,4549.650000000001,SMB,Organic,3,Champions
C004158,1,7,909.9300000000001,SMB,Referral,1,At Risk
C004159,15,16,2079.84,SMB,Paid Ads,0,Loyal
C004160,4,3,179.97,Enterprise,Partner,1,At Risk
C004161,47,12,719.88,Enterprise,Referral,1,At Risk
C004162,6,10,1299.9,SMB,Paid Ads,1,At Risk
C004163,9,22,1319.78,Mid-Market,Organic,0,Loyal
C004164,1,3,389.97,Enterprise,Referral,1,At Risk
C004165,14,26,779.74,Mid-Market,Referral,0,Loyal
C004166,12,2,59.98,SMB,Referral,1,At Risk
C004167,30,11,659.89,SMB,Partner,1,At Risk
C004168,18,8,1039.92,SMB,Referral,1,At Risk
C004169,392,18,2339.82,SMB,Paid Ads,2,Lost
C004170,333,14,1819.8600000000001,SMB,Partner,2,Lost
C004171,24,19,569.81,SMB,Paid Ads,0,Loyal
C004172,14,8,479.92,SMB,Organic,1,At Risk
C004173,25,6,179.94,Mid-Market,Referral,1,At Risk
C004174,28,9,539.91,Enterprise,Referral,1,At Risk
C004175,11,4,519.96,SMB,Paid Ads,1,At Risk
C004176,24,9,539.91,SMB,Referral,1,At Risk
C004177,19,28,3639.7200000000003,SMB,Paid Ads,3,Champions
C004178,15,33,4289.67,Mid-Market,Paid Ads,3,Champions
C004179,19,23,1379.77,SMB,Organic,0,Loyal
C004180,29,21,2729.79,SMB,Partner,3,Champions
C004181,12,17,509.83,SMB,Organic,1,At Risk
C004182,5,16,959.84,Mid-Market,Organic,0,Loyal
C004183,84,7,209.92999999999998,SMB,Paid Ads,1,At Risk
C004184,2,10,299.9,Enterprise,Referral,1,At Risk
C004185,19,6,359.94,SMB,Partner,1,At Risk
C004186,428,17,1019.83,SMB,Partner,2,Lost
C004187,10,33,989.67,SMB,Referral,0,Loyal
C004188,15,22,659.78,SMB,Referral,0,Loyal
C004189,24,13,779.87,Mid-Market,Referral,1,At Risk
C004190,54,20,599.8,SMB,Organic,0,Loyal
C004191,14,1,29.99,SMB,Organic,1,At Risk
C004192,42,29,3769.71,Mid-Market,Referral,3,Champions
C004193,56,1,129.99,Mid-Market,Partner,1,At Risk
C004194,30,16,2079.84,Mid-Market,Referral,0,Loyal
C004195,13,14,1819.8600000000001,SMB,Organic,0,Loyal
C004196,735,8,239.92,Mid-Market,Organic,2,Lost
C004197,50,16,479.84,SMB,Partner,1,At Risk
C004198,24,26,3379.7400000000002,SMB,Referral,3,Champions
C004199,5,30,3899.7000000000003,SMB,Paid Ads,3,Champions
C004200,25,8,239.92,Enterprise,Partner,1,At Risk
C004201,34,21,1259.79,Mid-Market,Paid Ads,0,Loyal
C004202,275,12,359.88,Mid-Market,Paid Ads,1,At Risk
C004203,21,17,2209.83,Mid-Market,Paid Ads,0,Loyal
C004205,27,3,389.97,SMB,Organic,1,At Risk
C004206,30,34,2039.66,SMB,Partner,0,Loyal
C004207,20,10,1299.9,Mid-Market,Paid Ads,1,At Risk
C004208,7,25,749.75,Enterprise,Partner,0,Loyal
C004209,386,8,479.92,Mid-Market,Referral,2,Lost
C004210,17,16,2079.84,SMB,Paid Ads,0,Loyal
C004211,27,18,2339.82,SMB,Referral,0,Loyal
C004212,55,28,3639.7200000000003,Enterprise,Paid Ads,3,Champions
C004213,28,30,899.6999999999999,Mid-Market,Organic,0,Loyal
C004214,9,13,779.87,SMB,Paid Ads,1,At Risk
C004215,6,15,899.85,Mid-Market,Referral,1,At Risk
C004216,13,9,1169.91,Mid-Market,Referral,1,At Risk
C004217,2,1,59.99,SMB,Organic,1,At Risk
C004218,21,30,899.6999999999999,Mid-Market,Organic,0,Loyal
C004219,17,20,1199.8,Enterprise,Partner,0,Loyal
C004220,29,23,2989.7700000000004,SMB,Referral,3,Champions
C004221,29,2,259.98,SMB,Paid Ads,1,At Risk
C004222,25,16,479.84,SMB,Referral,1,At Risk
C004223,17,22,1319.78,Mid-Market,Paid Ads,0,Loyal
C004224,20,22,659.78,SMB,Partner,0,Loyal
C004225,27,7,909.9300000000001,SMB,Referral,1,At Risk
C004226,31,15,899.85,SMB,Partner,1,At Risk
C004227,7,30,899.6999999999999,SMB,Organic,0,Loyal
C004228,1,4,119.96,Enterprise,Paid Ads,1,At Risk
C004229,56,4,239.96,Enterprise,Partner,1,At Risk
C004230,57,2,259.98,SMB,Paid Ads,1,At Risk
C004231,17,16,959.84,Mid-Market,Organic,0,Loyal
C004232,27,2,259.98,SMB,Paid Ads,1,At Risk
C004233,11,30,1799.7,SMB,Referral,0,Loyal
C004234,49,9,539.91,SMB,Paid Ads,1,At Risk
C004235,23,14,839.86,SMB,Partner,1,At Risk
C004236,370,6,359.94,SMB,Referral,2,Lost
C004237,6,33,989.67,SMB,Partner,0,Loyal
C004238,7,34,4419.66,SMB,Organic,3,Champions
C004239,28,6,179.94,SMB,Partner,1,At Risk
C004240,27,26,3379.7400000000002,SMB,Organic,3,Champions
C004242,27,18,2339.82,SMB,Organic,0,Loyal
C004243,23,1,129.99,SMB,Partner,1,At Risk
C004244,10,15,899.85,Mid-Market,Partner,1,At Risk
C004245,12,1,129.99,SMB,Organic,1,At Risk
C004246,13,3,89.97,Mid-Market,Paid Ads,1,At Risk
C004247,190,13,779.87,SMB,Referral,1,At Risk
C004248,24,4,239.96,SMB,Organic,1,At Risk
C004249,27,16,479.84,SMB,Partner,1,At Risk
C004250,12,8,1039.92,SMB,Organic,1,At Risk
C004251,96,6,179.94,Enterprise,Referral,1,At Risk
C004252,29,18,1079.82,Mid-Market,Partner,0,Loyal
C004253,12,5,299.95,Enterprise,Organic,1,At Risk
C004254,25,9,269.90999999999997,SMB,Partner,1,At Risk
C004255,3,9,539.91,SMB,Referral,1,At Risk
C004256,3,10,599.9,SMB,Partner,1,At Risk
C004257,23,26,1559.74,SMB,Partner,0,Loyal
C004258,21,16,959.84,SMB,Paid Ads,0,Loyal
C004259,16,20,1199.8,Mid-Market,Referral,0,Loyal
C004260,198,15,1949.8500000000001,SMB,Paid Ads,0,Loyal
C004261,24,8,479.92,Mid-Market,Referral,1,At Risk
C004262,5,6,179.94,SMB,Organic,1,At Risk
C004263,67,33,1979.67,SMB,Paid Ads,0,Loyal
C004264,2,29,3769.71,SMB,Organic,3,Champions
C004265,22,23,1379.77,SMB,Paid Ads,0,Loyal
C004266,26,27,1619.73,Mid-Market,Referral,0,Loyal
C004267,2,5,149.95,Mid-Market,Referral,1,At Risk
C004268,5,11,659.89,SMB,Paid Ads,1,At Risk
C004269,22,28,839.7199999999999,Enterprise,Referral,0,Loyal
C004270,24,32,959.68,Mid-Market,Partner,0,Loyal
C004271,17,6,179.94,SMB,Paid Ads,1,At Risk
C004272,3,18,2339.82,Mid-Market,Referral,0,Loyal
C004273,18,9,1169.91,SMB,Referral,1,At Risk
C004274,15,25,3249.75,SMB,Referral,3,Champions
C004275,15,27,3509.7300000000005,SMB,Organic,3,Champions
C004276,28,6,179.94,Enterprise,Referral,1,At Risk
C004277,27,23,1379.77,SMB,Referral,0,Loyal
C004278,680,13,1689.8700000000001,SMB,Paid Ads,2,Lost
C004279,4,19,2469.8100000000004,SMB,Organic,0,Loyal
C004280,21,14,839.86,Mid-Market,Referral,1,At Risk
C004281,6,10,599.9,SMB,Partner,1,At Risk
C004282,281,13,779.87,SMB,Partner,1,At Risk
C004283,946,4,519.96,Mid-Market,Organic,2,Lost
C004284,4,6,779.94,SMB,Organic,1,At Risk
C004285,60,2,259.98,SMB,Organic,1,At Risk
C004286,20,8,479.92,Mid-Market,Referral,1,At Risk
C004287,7,29,869.7099999999999,SMB,Paid Ads,0,Loyal
C004288,23,24,3119.76,SMB,Paid Ads,3,Champions
C004289,8,28,1679.72,SMB,Organic,0,Loyal
C004290,20,18,539.8199999999999,SMB,Partner,0,Loyal
C004291,378,16,2079.84,SMB,Paid Ads,2,Lost
C004292,4,7,909.9300000000001,SMB,Organic,1,At Risk
C004293,5,18,1079.82,Enterprise,Organic,0,Loyal
C004294,41,4,519.96,SMB,Paid Ads,1,At Risk
C004295,75,5,649.95,SMB,Paid Ads,1,At Risk
C004296,744,5,299.95,Mid-Market,Referral,2,Lost
C004297,1,6,179.94,SMB,Organic,1,At Risk
C004298,22,12,1559.88,Mid-Market,Organic,1,At Risk
C004299,36,25,3249.75,SMB,Organic,3,Champions
C004300,370,18,2339.82,SMB,Partner,2,Lost
C004301,23,19,2469.8100000000004,SMB,Paid Ads,0,Loyal
C004302,17,32,959.68,SMB,Paid Ads,0,Loyal
C004303,12,8,239.92,SMB,Referral,1,At Risk
C004304,20,4,239.96,SMB,Partner,1,At Risk
C004305,8,34,2039.66,Enterprise,Paid Ads,0,Loyal
C004306,11,29,1739.71,Enterprise,Organic,0,Loyal
C004307,24,18,1079.82,SMB,Partner,0,Loyal
C004308,20,17,509.83,Enterprise,Referral,1,At Risk
C004309,13,21,2729.79,SMB,Referral,3,Champions
C004310,28,32,1919.68,SMB,Referral,0,Loyal
C004311,10,5,149.95,SMB,Organic,1,At Risk
C004312,19,27,3509.7300000000005,Enterprise,Organic,3,Champions
C004313,23,1,129.99,Enterprise,Partner,1,At Risk
C004314,22,5,149.95,Mid-Market,Paid Ads,1,At Risk
C004315,21,24,1439.76,Enterprise,Paid Ads,0,Loyal
C004316,19,28,1679.72,SMB,Paid Ads,0,Loyal
C004317,304,15,1949.8500000000001,SMB,Organic,0,Loyal
C004318,20,35,4549.650000000001,Mid-Market,Referral,3,Champions
C004319,12,19,569.81,SMB,Paid Ads,0,Loyal
C004320,2,3,389.97,Mid-Market,Referral,1,At Risk
C004321,16,15,1949.8500000000001,Mid-Market,Partner,0,Loyal
C004322,29,11,659.89,SMB,Paid Ads,1,At Risk
C004323,8,32,1919.68,SMB,Partner,0,Loyal
C004324,30,10,1299.9,SMB,Partner,1,At Risk
C004325,30,19,1139.81,SMB,Organic,0,Loyal
C004326,9,2,259.98,SMB,Paid Ads,1,At Risk
C004327,24,3,179.97,SMB,Referral,1,At Risk
C004328,20,3,179.97,SMB,Paid Ads,1,At Risk
C004329,2,16,2079.84,Enterprise,Partner,0,Loyal
C004330,14,7,209.92999999999998,SMB,Organic,1,At Risk
C004331,628,8,479.92,SMB,Referral,2,Lost
C004332,4,9,1169.91,SMB,Organic,1,At Risk
C004333,21,3,179.97,SMB,Referral,1,At Risk
C004334,29,35,2099.65,SMB,Referral,0,Loyal
C004335,383,8,479.92,SMB,Referral,2,Lost
C004336,21,14,839.86,Enterprise,Organic,1,At Risk
C004337,8,29,1739.71,Enterprise,Organic,0,Loyal
C004338,1,35,4549.650000000001,Enterprise,Paid Ads,3,Champions
C004339,23,10,1299.9,Mid-Market,Referral,1,At Risk
C004340,3,24,1439.76,Enterprise,Referral,0,Loyal
C004341,3,4,519.96,SMB,Paid Ads,1,At Risk
C004342,11,11,329.89,Mid-Market,Organic,1,At Risk
C004343,12,22,2859.78,SMB,Organic,3,Champions
C004344,17,15,449.84999999999997,Mid-Market,Partner,1,At Risk
C004345,22,17,2209.83,Enterprise,Organic,0,Loyal
C004346,1,25,1499.75,SMB,Paid Ads,0,Loyal
C004347,15,6,359.94,Mid-Market,Paid Ads,1,At Risk
C004348,17,27,1619.73,Mid-Market,Referral,0,Loyal
C004349,16,6,359.94,Mid-Market,Organic,1,At Risk
C004350,1,32,959.68,SMB,Paid Ads,0,Loyal
C004351,7,10,1299.9,SMB,Paid Ads,1,At Risk
C004352,4,1,129.99,Mid-Market,Partner,1,At Risk
C004353,19,25,1499.75,Enterprise,Organic,0,Loyal
C004354,6,16,479.84,Enterprise,Referral,1,At Risk
C004355,4,23,689.77,Mid-Market,Referral,0,Loyal
C004356,607,9,269.90999999999997,SMB,Referral,2,Lost
C004357,6,3,389.97,SMB,Partner,1,At Risk
C004358,12,18,1079.82,SMB,Referral,0,Loyal
C004359,8,16,2079.84,Mid-Market,Partner,0,Loyal
C004360,288,16,479.84,SMB,Partner,1,At Risk
C004361,16,8,239.92,SMB,Referral,1,At Risk
C004362,2,36,2159.64,SMB,Referral,0,Loyal
C004363,9,14,1819.8600000000001,SMB,Partner,0,Loyal
C004364,5,26,1559.74,Enterprise,Referral,0,Loyal
C004365,7,16,959.84,Mid-Market,Paid Ads,0,Loyal
C004366,30,11,659.89,SMB,Referral,1,At Risk
C004367,9,25,749.75,Mid-Market,Referral,0,Loyal
C004368,676,11,1429.89,SMB,Paid Ads,2,Lost
C004369,701,4,519.96,SMB,Partner,2,Lost
C004370,9,33,989.67,Enterprise,Partner,0,Loyal
C004371,18,13,1689.8700000000001,SMB,Referral,0,Loyal
C004372,3,4,239.96,Mid-Market,Paid Ads,1,At Risk
C004373,6,9,539.91,Mid-Market,Partner,1,At Risk
C004374,11,17,2209.83,SMB,Paid Ads,0,Loyal
C004375,9,23,2989.7700000000004,Mid-Market,Paid Ads,3,Champions
C004376,16,4,119.96,SMB,Paid Ads,1,At Risk
C004377,1,30,899.6999999999999,SMB,Paid Ads,0,Loyal
C004378,13,9,269.90999999999997,Mid-Market,Paid Ads,1,At Risk
C004379,7,10,299.9,Enterprise,Paid Ads,1,At Risk
C004380,658,8,479.92,SMB,Organic,2,Lost
C004381,5,9,1169.91,Enterprise,Paid Ads,1,At Risk
C004382,2,9,269.90999999999997,SMB,Partner,1,At Risk
C004384,5,13,779.87,Mid-Market,Organic,1,At Risk
C004385,15,19,1139.81,SMB,Referral,0,Loyal
C004386,30,12,719.88,SMB,Organic,1,At Risk
C004387,280,13,1689.8700000000001,Mid-Market,Paid Ads,0,Loyal
C004388,50,13,779.87,SMB,Paid Ads,1,At Risk
C004389,234,14,1819.8600000000001,SMB,Organic,0,Loyal
C004390,514,11,659.89,SMB,Partner,2,Lost
C004391,43,15,1949.8500000000001,SMB,Referral,0,Loyal
C004392,1,4,519.96,SMB,Partner,1,At Risk
C004393,306,6,179.94,SMB,Organic,2,Lost
C004394,9,1,129.99,Mid-Market,Referral,1,At Risk
C004395,13,12,719.88,Enterprise,Partner,1,At Risk
C004396,14,19,2469.8100000000004,Mid-Market,Paid Ads,0,Loyal
C004397,253,13,779.87,SMB,Paid Ads,1,At Risk
C004398,628,15,1949.8500000000001,SMB,Organic,2,Lost
C004399,845,9,269.90999999999997,SMB,Organic,2,Lost
C004400,422,13,389.87,SMB,Paid Ads,2,Lost
C004401,41,10,299.9,Enterprise,Referral,1,At Risk
C004402,897,5,649.95,SMB,Organic,2,Lost
C004403,6,7,419.93,SMB,Partner,1,At Risk
C004404,19,26,3379.7400000000002,SMB,Organic,3,Champions
C004405,29,31,929.6899999999999,Mid-Market,Organic,0,Loyal
C004406,6,21,629.79,SMB,Paid Ads,0,Loyal
C004407,492,19,2469.8100000000004,SMB,Partner,2,Lost
C004408,4,33,1979.67,Mid-Market,Organic,0,Loyal
C004409,10,5,299.95,Mid-Market,Paid Ads,1,At Risk
C004410,10,5,149.95,Mid-Market,Referral,1,At Risk
C004411,355,15,449.84999999999997,Mid-Market,Referral,2,Lost
C004412,12,16,479.84,SMB,Partner,1,At Risk
C004413,19,17,509.83,SMB,Partner,1,At Risk
C004414,26,2,259.98,Mid-Market,Paid Ads,1,At Risk
C004415,3,1,29.99,SMB,Organic,1,At Risk
C004416,3,33,989.67,SMB,Organic,0,Loyal
C004417,13,9,539.91,Enterprise,Referral,1,At Risk
C004418,9,3,89.97,Mid-Market,Organic,1,At Risk
C004419,663,5,149.95,SMB,Partner,2,Lost
C004420,613,5,649.95,SMB,Partner,2,Lost
C004421,5,16,2079.84,Mid-Market,Organic,0,Loyal
C004422,10,18,539.8199999999999,SMB,Referral,0,Loyal
C004423,4,14,1819.8600000000001,SMB,Partner,0,Loyal
C004424,25,25,3249.75,SMB,Partner,3,Champions
C004425,5,2,59.98,SMB,Referral,1,At Risk
C004426,27,12,719.88,SMB,Partner,1,At Risk
C004427,486,11,329.89,SMB,Referral,2,Lost
C004428,25,1,59.99,Mid-Market,Referral,1,At Risk
C004429,17,31,929.6899999999999,SMB,Referral,0,Loyal
C004430,12,25,3249.75,Enterprise,Paid Ads,3,Champions
C004431,16,27,809.7299999999999,SMB,Partner,0,Loyal
C004432,7,20,1199.8,Enterprise,Paid Ads,0,Loyal
C004433,5,16,479.84,SMB,Organic,1,At Risk
C004434,30,5,649.95,SMB,Referral,1,At Risk
C004435,2,9,269.90999999999997,SMB,Referral,1,At Risk
C004436,3,15,1949.8500000000001,Mid-Market,Partner,0,Loyal
C004437,19,28,3639.7200000000003,SMB,Referral,3,Champions
C004438,24,25,749.75,SMB,Referral,0,Loyal
C004439,1,3,179.97,SMB,Referral,1,At Risk
C004440,19,31,929.6899999999999,SMB,Paid Ads,0,Loyal
C004441,13,9,539.91,Mid-Market,Partner,1,At Risk
